,temp
13961,3.3
13962,6.5
13963,6.2
13964,5.6
13965,3.4
13966,4.3
13967,5.3
13968,7.6
13969,7.8
13970,6.1
13971,6.4
13972,6.4
13973,6.2
13974,6.5
13975,8.7
13976,11.6
13977,10.6
13978,2.9
13979,4.2
13980,8.7
13981,8.6
13982,6.1
13983,5.2
13984,8.1
13985,10.8
13986,13.8
13987,14.0
13988,15.8
13989,16.0
13990,12.7
13991,7.8
13992,2.5
13993,2.4
13994,4.1
13995,5.4
13996,7.2
13997,9.0
13998,11.5
13999,15.3
14000,16.8
14001,16.2
14002,13.4
14003,13.5
14004,13.8
14005,10.6
14006,12.9
14007,14.8
14008,15.7
14009,12.9
14010,10.8
14011,16.6
14012,17.6
14013,18.8
14014,19.1
14015,18.6
14016,17.9
14017,13.5
14018,13.3
14019,9.2
14020,9.1
14021,10.8
14022,12.9
14023,15.5
14024,19.5
14025,21.0
14026,22.0
14027,19.6
14028,17.7
14029,14.8
14030,14.0
14031,13.8
14032,13.2
14033,16.1
14034,16.6
14035,14.7
14036,12.6
14037,15.0
14038,15.7
14039,15.2
14040,15.5
14041,14.8
14042,14.4
14043,16.1
14044,15.0
14045,17.5
14046,17.4
14047,16.8
14048,17.9
14049,14.3
14050,16.6
14051,15.5
14052,14.8
14053,11.9
14054,13.7
14055,15.1
14056,17.2
14057,16.3
14058,19.8
14059,19.7
14060,20.1
14061,21.1
14062,17.3
14063,15.2
14064,17.3
14065,19.8
14066,18.8
14067,17.9
14068,16.8
14069,16.2
14070,17.0
14071,20.0
14072,17.8
14073,19.1
14074,16.7
14075,15.8
14076,14.7
14077,14.5
14078,15.2
14079,14.7
14080,17.6
14081,18.5
14082,21.1
14083,24.1
14084,22.6
14085,19.5
14086,22.2
14087,17.6
14088,16.7
14089,17.5
14090,16.2
14091,16.5
14092,18.2
14093,17.0
14094,12.5
14095,14.0
14096,16.0
14097,17.5
14098,19.0
14099,20.0
14100,21.9
14101,21.3
14102,22.0
14103,20.8
14104,19.8
14105,19.9
14106,21.9
14107,16.5
14108,15.9
14109,16.4
14110,19.9
14111,17.9
14112,17.0
14113,16.1
14114,14.1
14115,16.0
14116,14.7
14117,12.4
14118,14.8
14119,20.2
14120,18.0
14121,13.8
14122,15.6
14123,18.1
14124,15.9
14125,14.2
14126,14.4
14127,14.3
14128,14.3
14129,14.0
14130,13.5
14131,14.8
14132,16.0
14133,14.8
14134,14.1
14135,10.9
14136,11.7
14137,12.4
14138,11.4
14139,13.5
14140,13.8
14141,13.6
14142,13.0
14143,12.3
14144,12.8
14145,12.8
14146,11.9
14147,12.1
14148,16.3
14149,15.7
14150,17.4
14151,12.9
14152,10.4
14153,9.2
14154,9.3
14155,10.3
14156,11.0
14157,12.9
14158,12.2
14159,10.8
14160,9.0
14161,11.3
14162,12.8
14163,8.8
14164,11.8
14165,12.5
14166,14.4
14167,12.0
14168,10.9
14169,11.3
14170,11.2
14171,9.5
14172,9.1
14173,9.4
14174,10.0
14175,9.9
14176,8.8
14177,3.6
14178,1.7
14179,9.9
14180,13.7
14181,6.0
14182,0.7
14183,2.3
14184,5.4
14185,4.5
14186,0.3
14187,-0.2
14188,-1.9
14189,0.5
14190,4.4
14191,-0.8
14192,-0.4
14193,1.2
14194,6.1
14195,9.8
14196,8.4
14197,6.0
14198,4.5
14199,7.0
14200,3.3
14201,6.5
14202,1.5
14203,-1.3
14204,-4.3
14205,-5.5
14206,-0.2
14207,4.8
14208,7.3
14209,6.5
14210,3.4
14211,2.7
14212,4.0
14213,-2.5
14214,-3.7
14215,-3.4
14216,-3.7
14217,0.3
14218,4.1
14219,3.3
14220,1.7
14221,0.6
14222,3.8
14223,4.5
14224,8.0
14225,4.9
14226,3.2
14227,2.1
14228,-2.8
14229,-4.1
14230,0.1
14231,3.5
14232,5.3
14233,-1.1
14234,1.5
14235,6.8
14236,7.6
14237,6.3
14238,4.3
14239,8.7
14240,7.4
14241,5.3
14242,8.2
14243,4.9
14244,4.2
14245,5.2
14246,4.3
14247,-0.5
14248,-0.1
14249,3.2
14250,0.7
14251,1.2
14252,6.6
14253,7.7
14254,6.8
14255,2.7
14256,1.9
14257,5.2
14258,4.3
14259,6.0
14260,8.1
14261,6.4
14262,3.4
14263,2.4
14264,-1.0
14265,0.7
14266,3.8
14267,2.8
14268,0.3
14269,-1.7
14270,-1.8
14271,-0.1
14272,0.6
14273,1.2
14274,2.6
14275,4.6
14276,3.0
14277,0.5
14278,0.6
14279,0.5
14280,2.4
14281,6.4
14282,7.8
14283,5.0
14284,3.2
14285,2.5
14286,2.4
14287,3.4
14288,3.0
14289,3.6
14290,4.0
14291,2.6
14292,0.8
14293,4.1
14294,10.5
14295,7.7
14296,2.7
14297,2.8
14298,5.3
14299,3.3
14300,6.3
14301,5.0
14302,3.3
14303,3.5
14304,2.8
14305,4.6
14306,3.7
14307,4.5
14308,7.6
14309,10.4
14310,8.4
14311,5.2
14312,6.7
14313,7.3
14314,8.0
14315,7.0
14316,8.3
14317,5.7
14318,5.8
14319,5.5
14320,6.2
14321,3.1
14322,5.4
14323,8.3
14324,5.3
14325,6.8
14326,5.6
14327,4.7
14328,6.6
14329,6.7
14330,8.8
14331,12.9
14332,10.6
14333,10.7
14334,11.6
14335,6.0
14336,0.2
14337,1.3
14338,3.1
14339,2.8
14340,8.6
14341,9.1
14342,7.3
14343,8.7
14344,7.8
14345,12.3
14346,16.9
14347,17.2
14348,16.9
14349,11.3
14350,9.5
14351,7.4
14352,5.2
14353,5.6
14354,6.1
14355,10.5
14356,7.5
14357,4.7
14358,10.4
14359,14.5
14360,11.3
14361,5.7
14362,4.2
14363,6.8
14364,8.5
14365,10.1
14366,11.7
14367,13.4
14368,14.6
14369,13.6
14370,9.0
14371,8.6
14372,11.1
14373,16.0
14374,11.9
14375,11.6
14376,12.9
14377,11.6
14378,11.4
14379,13.7
14380,16.4
14381,18.2
14382,17.0
14383,19.5
14384,19.4
14385,16.1
14386,14.2
14387,16.2
14388,18.6
14389,19.6
14390,20.3
14391,18.9
14392,16.7
14393,17.1
14394,15.4
14395,10.8
14396,13.2
14397,12.2
14398,11.2
14399,11.1
14400,12.2
14401,11.2
14402,12.8
14403,11.7
14404,14.0
14405,15.8
14406,15.1
14407,18.0
14408,18.0
14409,14.8
14410,14.0
14411,15.5
14412,18.1
14413,20.4
14414,19.4
14415,21.2
14416,21.8
14417,21.1
14418,21.4
14419,19.2
14420,19.9
14421,20.7
14422,21.5
14423,16.4
14424,17.2
14425,15.3
14426,16.2
14427,16.5
14428,12.9
14429,19.3
14430,21.6
14431,23.0
14432,25.5
14433,23.9
14434,20.9
14435,18.6
14436,17.4
14437,19.3
14438,17.3
14439,14.1
14440,13.5
14441,14.9
14442,14.5
14443,14.2
14444,14.9
14445,14.5
14446,18.1
14447,20.4
14448,22.8
14449,19.8
14450,22.5
14451,21.8
14452,19.5
14453,18.1
14454,19.7
14455,19.4
14456,14.6
14457,12.3
14458,11.5
14459,12.4
14460,13.6
14461,14.7
14462,16.9
14463,18.7
14464,19.3
14465,17.8
14466,19.8
14467,21.6
14468,19.1
14469,18.8
14470,21.8
14471,24.2
14472,26.9
14473,21.3
14474,19.3
14475,19.9
14476,22.8
14477,24.9
14478,22.0
14479,17.8
14480,17.3
14481,14.7
14482,13.0
14483,13.9
14484,10.9
14485,12.6
14486,13.2
14487,14.3
14488,16.3
14489,14.6
14490,13.7
14491,13.7
14492,12.6
14493,15.2
14494,17.9
14495,18.3
14496,17.9
14497,15.8
14498,15.4
14499,13.8
14500,14.8
14501,14.3
14502,12.4
14503,15.7
14504,19.6
14505,20.5
14506,21.3
14507,17.3
14508,19.0
14509,19.8
14510,18.7
14511,16.7
14512,16.3
14513,13.7
14514,11.7
14515,12.3
14516,11.6
14517,12.2
14518,11.5
14519,12.6
14520,9.1
14521,8.1
14522,9.9
14523,9.7
14524,9.3
14525,8.3
14526,8.0
14527,7.6
14528,8.2
14529,9.2
14530,13.3
14531,10.7
14532,7.9
14533,8.8
14534,12.2
14535,10.4
14536,9.9
14537,11.7
14538,13.5
14539,17.3
14540,15.8
14541,14.0
14542,12.9
14543,13.3
14544,12.0
14545,13.7
14546,12.2
14547,11.6
14548,10.2
14549,9.8
14550,8.7
14551,8.3
14552,8.9
14553,7.7
14554,5.7
14555,6.7
14556,4.8
14557,6.0
14558,4.2
14559,5.9
14560,1.7
14561,0.5
14562,1.7
14563,6.8
14564,0.9
14565,0.1
14566,-0.9
14567,-1.8
14568,-2.4
14569,-3.6
14570,-1.1
14571,-0.7
14572,0.2
14573,-4.5
14574,0.4
14575,2.4
14576,2.0
14577,-1.4
14578,-4.0
14579,-3.5
14580,-3.6
14581,-4.5
14582,0.2
14583,1.3
14584,2.9
14585,2.5
14586,0.1
14587,0.6
14588,-4.3
14589,0.3
14590,0.0
14591,2.0
14592,4.0
14593,8.3
14594,2.8
14595,10.0
14596,10.1
14597,9.2
14598,4.9
14599,11.5
14600,10.0
14601,5.6
14602,5.2
14603,4.2
14604,-0.1
14605,-2.4
14606,-3.7
14607,-2.5
14608,-1.7
14609,-1.6
14610,-2.5
14611,-2.2
14612,-1.4
14613,-2.4
14614,-1.1
14615,-1.3
14616,-4.5
14617,-1.1
14618,2.4
14619,4.0
14620,3.9
14621,5.8
14622,1.3
14623,2.3
14624,2.9
14625,9.0
14626,8.2
14627,4.2
14628,4.3
14629,5.2
14630,7.5
14631,7.8
14632,6.8
14633,5.6
14634,4.3
14635,5.7
14636,4.1
14637,5.2
14638,4.9
14639,3.7
14640,6.1
14641,7.5
14642,5.6
14643,5.8
14644,6.3
14645,6.0
14646,4.6
14647,8.0
14648,11.0
14649,4.7
14650,4.2
14651,4.4
14652,2.3
14653,1.8
14654,2.4
14655,1.1
14656,2.0
14657,2.6
14658,6.6
14659,9.2
14660,11.6
14661,11.6
14662,7.2
14663,8.7
14664,9.7
14665,12.1
14666,8.1
14667,3.4
14668,4.6
14669,2.8
14670,1.6
14671,2.1
14672,5.1
14673,6.3
14674,7.2
14675,8.9
14676,8.8
14677,5.5
14678,5.3
14679,12.1
14680,9.1
14681,5.3
14682,4.6
14683,7.3
14684,9.8
14685,11.5
14686,11.5
14687,13.5
14688,11.7
14689,11.2
14690,10.9
14691,8.0
14692,8.7
14693,5.5
14694,5.3
14695,5.4
14696,6.2
14697,8.1
14698,5.7
14699,10.0
14700,12.5
14701,14.2
14702,12.0
14703,4.9
14704,3.4
14705,5.4
14706,6.0
14707,4.1
14708,2.7
14709,5.2
14710,6.9
14711,7.3
14712,9.0
14713,12.4
14714,7.4
14715,7.1
14716,5.7
14717,7.2
14718,8.9
14719,12.4
14720,13.6
14721,12.2
14722,10.6
14723,9.7
14724,10.2
14725,11.2
14726,8.4
14727,7.2
14728,10.5
14729,11.7
14730,15.3
14731,17.0
14732,16.4
14733,17.5
14734,18.4
14735,20.4
14736,20.2
14737,19.1
14738,17.7
14739,16.5
14740,15.0
14741,14.0
14742,14.5
14743,12.4
14744,13.3
14745,14.5
14746,13.0
14747,10.8
14748,13.0
14749,13.7
14750,14.6
14751,15.9
14752,16.8
14753,15.4
14754,11.6
14755,10.9
14756,11.2
14757,9.8
14758,9.2
14759,13.0
14760,14.8
14761,18.3
14762,16.6
14763,14.6
14764,13.0
14765,12.3
14766,14.8
14767,16.6
14768,14.4
14769,10.5
14770,11.5
14771,14.4
14772,15.6
14773,16.1
14774,14.5
14775,13.8
14776,14.1
14777,13.8
14778,16.9
14779,19.9
14780,20.2
14781,18.0
14782,16.5
14783,15.3
14784,15.0
14785,16.5
14786,20.3
14787,22.3
14788,22.0
14789,18.7
14790,18.5
14791,18.4
14792,15.6
14793,14.4
14794,15.7
14795,14.8
14796,14.7
14797,14.5
14798,16.3
14799,18.9
14800,15.1
14801,15.2
14802,18.9
14803,15.9
14804,15.6
14805,17.5
14806,18.4
14807,16.6
14808,16.3
14809,15.3
14810,18.2
14811,20.2
14812,16.6
14813,14.6
14814,15.0
14815,16.4
14816,17.4
14817,18.9
14818,22.1
14819,21.8
14820,20.9
14821,23.3
14822,22.1
14823,20.8
14824,22.1
14825,24.3
14826,24.1
14827,18.5
14828,15.3
14829,16.2
14830,16.7
14831,16.6
14832,16.8
14833,22.0
14834,22.6
14835,21.0
14836,19.5
14837,19.3
14838,15.2
14839,14.5
14840,14.5
14841,16.0
14842,13.7
14843,15.6
14844,16.6
14845,16.6
14846,19.9
14847,18.1
14848,18.2
14849,19.2
14850,20.6
14851,21.8
14852,19.5
14853,14.7
14854,14.8
14855,15.5
14856,13.7
14857,12.4
14858,13.3
14859,12.8
14860,11.5
14861,12.3
14862,12.7
14863,13.7
14864,11.9
14865,13.3
14866,13.2
14867,12.0
14868,11.3
14869,11.8
14870,11.7
14871,13.2
14872,10.5
14873,9.6
14874,10.6
14875,11.8
14876,10.3
14877,9.6
14878,8.8
14879,9.4
14880,10.4
14881,13.1
14882,14.5
14883,14.7
14884,9.9
14885,12.9
14886,11.7
14887,10.8
14888,15.1
14889,13.2
14890,8.3
14891,9.2
14892,11.0
14893,12.7
14894,11.7
14895,12.4
14896,15.8
14897,15.7
14898,15.5
14899,14.0
14900,14.9
14901,14.5
14902,11.0
14903,5.3
14904,3.4
14905,3.8
14906,3.5
14907,3.6
14908,4.2
14909,6.7
14910,8.4
14911,7.1
14912,4.3
14913,7.9
14914,9.1
14915,7.1
14916,6.6
14917,2.9
14918,1.5
14919,3.2
14920,5.5
14921,6.6
14922,4.3
14923,3.1
14924,6.3
14925,7.9
14926,6.0
14927,7.9
14928,9.1
14929,8.9
14930,8.5
14931,6.3
14932,4.8
14933,4.3
14934,5.0
14935,2.3
14936,2.3
14937,1.1
14938,0.9
14939,4.4
14940,1.8
14941,3.9
14942,1.9
14943,0.6
14944,-2.4
14945,0.3
14946,4.2
14947,4.5
14948,0.6
14949,-2.2
14950,-1.3
14951,-4.8
14952,-4.2
14953,0.6
14954,0.3
14955,0.9
14956,1.2
14957,0.3
14958,-0.4
14959,-0.2
14960,-0.8
14961,-1.2
14962,-1.0
14963,0.1
14964,1.4
14965,0.2
14966,3.2
14967,-0.3
14968,-1.4
14969,0.5
14970,3.8
14971,2.3
14972,5.6
14973,5.1
14974,2.9
14975,3.3
14976,5.8
14977,6.1
14978,6.5
14979,4.0
14980,5.3
14981,5.6
14982,5.5
14983,8.0
14984,10.1
14985,6.8
14986,3.8
14987,-0.3
14988,-2.6
14989,-3.6
14990,-3.8
14991,-3.4
14992,-2.5
14993,0.2
14994,-0.4
14995,2.8
14996,2.4
14997,0.2
14998,0.6
14999,1.9
15000,1.9
15001,1.2
15002,0.6
15003,-0.3
15004,-1.7
15005,-7.0
15006,-8.4
15007,-8.6
15008,-7.0
15009,-5.6
15010,-8.6
15011,-9.7
15012,-7.8
15013,-5.0
15014,-2.7
15015,-2.5
15016,-5.3
15017,-5.4
15018,-5.3
15019,-5.4
15020,-1.8
15021,-1.5
15022,-1.1
15023,-0.6
15024,-2.3
15025,2.4
15026,3.6
15027,1.0
15028,4.2
15029,7.6
15030,3.4
15031,-0.6
15032,-0.7
15033,-0.3
15034,1.7
15035,1.6
15036,5.0
15037,4.4
15038,5.2
15039,4.8
15040,5.4
15041,7.0
15042,6.9
15043,8.8
15044,10.0
15045,10.1
15046,9.6
15047,10.2
15048,9.0
15049,9.0
15050,9.0
15051,6.6
15052,8.4
15053,10.4
15054,12.1
15055,6.8
15056,6.7
15057,7.3
15058,5.6
15059,5.4
15060,4.9
15061,1.8
15062,2.8
15063,5.5
15064,4.6
15065,7.4
15066,11.6
15067,12.5
15068,8.7
15069,9.6
15070,10.2
15071,10.0
15072,7.6
15073,6.7
15074,8.9
15075,11.1
15076,12.4
15077,13.0
15078,13.3
15079,13.0
15080,4.1
15081,3.7
15082,2.3
15083,0.6
15084,1.0
15085,2.3
15086,5.2
15087,6.1
15088,5.5
15089,8.2
15090,6.5
15091,7.5
15092,10.8
15093,9.8
15094,8.0
15095,7.2
15096,7.4
15097,7.0
15098,7.4
15099,8.8
15100,5.2
15101,5.2
15102,6.8
15103,7.8
15104,13.5
15105,13.1
15106,10.7
15107,12.2
15108,10.2
15109,7.4
15110,8.2
15111,9.2
15112,8.8
15113,10.1
15114,15.0
15115,15.2
15116,12.8
15117,7.8
15118,9.8
15119,8.0
15120,10.2
15121,11.2
15122,14.6
15123,16.4
15124,16.1
15125,17.0
15126,11.2
15127,11.8
15128,11.7
15129,9.0
15130,10.0
15131,13.8
15132,15.5
15133,15.4
15134,16.8
15135,12.8
15136,13.1
15137,17.6
15138,15.0
15139,14.0
15140,12.9
15141,14.2
15142,13.0
15143,10.2
15144,12.8
15145,14.3
15146,15.2
15147,19.7
15148,19.9
15149,16.1
15150,17.9
15151,18.5
15152,15.0
15153,11.2
15154,12.4
15155,17.0
15156,20.2
15157,22.0
15158,21.4
15159,21.4
15160,22.7
15161,23.5
15162,24.6
15163,26.3
15164,21.4
15165,19.1
15166,24.3
15167,25.7
15168,21.6
15169,18.0
15170,18.4
15171,17.6
15172,18.0
15173,16.6
15174,17.7
15175,16.2
15176,15.9
15177,16.0
15178,19.6
15179,20.0
15180,16.6
15181,17.6
15182,18.2
15183,21.6
15184,21.5
15185,22.6
15186,22.6
15187,21.1
15188,19.9
15189,20.7
15190,19.5
15191,21.1
15192,25.0
15193,26.4
15194,19.4
15195,18.3
15196,20.2
15197,20.2
15198,16.7
15199,15.6
15200,17.5
15201,19.3
15202,18.6
15203,17.3
15204,15.2
15205,15.0
15206,14.3
15207,15.2
15208,18.2
15209,20.7
15210,18.6
15211,16.1
15212,15.9
15213,16.4
15214,15.6
15215,13.9
15216,16.4
15217,16.5
15218,18.9
15219,18.9
15220,20.6
15221,19.8
15222,15.2
15223,12.8
15224,11.5
15225,14.1
15226,14.2
15227,17.6
15228,12.8
15229,11.9
15230,12.8
15231,16.4
15232,18.5
15233,17.6
15234,16.5
15235,15.4
15236,15.0
15237,11.9
15238,13.8
15239,17.2
15240,13.1
15241,17.6
15242,19.8
15243,18.4
15244,12.6
15245,10.7
15246,14.5
15247,14.3
15248,11.6
15249,10.6
15250,12.1
15251,12.1
15252,13.8
15253,13.1
15254,14.4
15255,16.1
15256,14.8
15257,14.7
15258,13.8
15259,14.4
15260,12.6
15261,12.8
15262,12.4
15263,13.3
15264,9.0
15265,9.2
15266,7.6
15267,3.8
15268,2.0
15269,6.7
15270,4.0
15271,6.2
15272,4.0
15273,0.8
15274,2.4
15275,2.6
15276,2.4
15277,0.7
15278,0.3
15279,2.2
15280,8.1
15281,11.8
15282,7.8
15283,5.3
15284,4.1
15285,7.0
15286,8.2
15287,4.6
15288,3.2
15289,4.4
15290,5.0
15291,8.8
15292,5.2
15293,4.7
15294,3.7
15295,3.7
15296,3.0
15297,4.2
15298,3.4
15299,0.2
15300,0.1
15301,3.3
15302,2.8
15303,2.4
15304,5.3
15305,3.4
15306,3.8
15307,0.2
15308,2.2
15309,2.0
15310,0.9
15311,-0.5
15312,4.2
15313,1.4
15314,0.6
15315,1.4
15316,1.6
15317,-7.4
15318,-5.8
15319,-4.5
15320,-4.4
15321,0.9
15322,4.0
15323,-0.4
15324,-1.4
15325,0.9
15326,3.9
15327,5.1
15328,2.6
15329,1.9
15330,1.6
15331,10.3
15332,3.4
15333,0.2
15334,4.2
15335,2.9
15336,0.6
15337,4.2
15338,4.0
15339,1.2
15340,3.6
15341,6.7
15342,3.3
15343,5.0
15344,3.8
15345,5.6
15346,4.1
15347,5.1
15348,5.6
15349,-0.6
15350,-2.8
15351,1.2
15352,-0.1
15353,5.4
15354,5.6
15355,4.5
15356,0.9
15357,4.8
15358,3.3
15359,-5.6
15360,-6.6
15361,-7.3
15362,-5.4
15363,-3.6
15364,-5.6
15365,-0.8
15366,1.2
15367,-0.3
15368,1.5
15369,1.5
15370,-0.6
15371,-0.5
15372,-0.3
15373,2.6
15374,2.1
15375,3.2
15376,6.5
15377,7.1
15378,4.4
15379,2.9
15380,3.2
15381,4.6
15382,7.2
15383,7.4
15384,3.4
15385,5.8
15386,2.3
15387,-2.4
15388,-3.0
15389,-0.3
15390,0.1
15391,2.9
15392,4.2
15393,5.1
15394,3.5
15395,3.9
15396,3.9
15397,5.7
15398,6.4
15399,8.2
15400,8.9
15401,4.7
15402,7.2
15403,7.2
15404,8.0
15405,6.6
15406,6.3
15407,5.3
15408,6.1
15409,7.8
15410,3.5
15411,5.7
15412,1.8
15413,1.5
15414,2.0
15415,1.8
15416,4.1
15417,7.5
15418,5.7
15419,8.0
15420,7.6
15421,5.0
15422,4.3
15423,4.1
15424,2.4
15425,3.8
15426,4.2
15427,1.7
15428,1.5
15429,3.4
15430,6.7
15431,6.8
15432,8.1
15433,5.9
15434,4.3
15435,4.4
15436,5.3
15437,7.4
15438,7.5
15439,7.2
15440,9.4
15441,12.0
15442,11.6
15443,7.9
15444,6.5
15445,7.9
15446,3.7
15447,3.4
15448,7.8
15449,8.1
15450,5.4
15451,8.3
15452,10.5
15453,9.4
15454,12.7
15455,17.7
15456,15.1
15457,11.6
15458,14.2
15459,9.9
15460,10.8
15461,12.4
15462,7.8
15463,8.7
15464,9.3
15465,11.8
15466,13.5
15467,14.1
15468,11.4
15469,8.6
15470,8.6
15471,7.8
15472,12.0
15473,15.4
15474,18.5
15475,19.0
15476,15.9
15477,14.0
15478,15.6
15479,16.2
15480,18.9
15481,19.7
15482,21.6
15483,21.4
15484,18.8
15485,18.1
15486,17.0
15487,17.8
15488,15.8
15489,16.8
15490,19.0
15491,18.9
15492,22.2
15493,23.2
15494,20.2
15495,21.6
15496,23.6
15497,18.5
15498,20.0
15499,17.6
15500,19.0
15501,15.6
15502,13.2
15503,15.4
15504,16.7
15505,20.5
15506,21.4
15507,19.7
15508,19.7
15509,17.4
15510,20.6
15511,21.5
15512,21.3
15513,16.8
15514,19.3
15515,19.1
15516,20.0
15517,19.4
15518,20.2
15519,22.5
15520,24.0
15521,24.8
15522,24.4
15523,21.4
15524,20.9
15525,18.6
15526,18.1
15527,13.6
15528,17.6
15529,20.6
15530,22.2
15531,21.9
15532,17.8
15533,17.4
15534,18.7
15535,16.8
15536,15.8
15537,17.0
15538,20.6
15539,18.0
15540,21.6
15541,26.3
15542,25.0
15543,20.2
15544,20.2
15545,21.4
15546,18.4
15547,19.9
15548,20.5
15549,16.3
15550,17.7
15551,22.6
15552,23.2
15553,24.1
15554,22.3
15555,25.3
15556,19.2
15557,21.6
15558,24.9
15559,21.2
15560,24.8
15561,29.4
15562,25.2
15563,19.4
15564,20.4
15565,16.1
15566,14.6
15567,14.3
15568,16.9
15569,15.0
15570,17.5
15571,20.0
15572,22.2
15573,19.3
15574,17.7
15575,15.8
15576,16.7
15577,19.4
15578,21.3
15579,19.5
15580,25.8
15581,21.1
15582,16.6
15583,14.8
15584,11.7
15585,14.2
15586,15.7
15587,10.8
15588,11.4
15589,10.6
15590,13.8
15591,12.7
15592,12.9
15593,14.7
15594,17.0
15595,13.9
15596,14.8
15597,12.7
15598,13.4
15599,14.7
15600,12.4
15601,12.8
15602,13.0
15603,12.7
15604,14.8
15605,16.6
15606,16.6
15607,14.4
15608,13.5
15609,12.2
15610,14.8
15611,15.9
15612,12.5
15613,10.9
15614,11.0
15615,9.7
15616,12.0
15617,10.7
15618,9.0
15619,11.6
15620,9.1
15621,9.4
15622,8.2
15623,6.0
15624,6.8
15625,2.5
15626,3.2
15627,6.6
15628,5.6
15629,4.8
15630,2.5
15631,2.9
15632,6.3
15633,6.5
15634,6.2
15635,3.2
15636,5.2
15637,4.0
15638,4.4
15639,2.6
15640,2.0
15641,5.4
15642,5.8
15643,3.0
15644,-0.5
15645,0.8
15646,4.4
15647,7.0
15648,6.3
15649,9.2
15650,10.8
15651,10.8
15652,3.3
15653,0.3
15654,5.8
15655,7.4
15656,5.1
15657,2.4
15658,1.1
15659,1.6
15660,5.5
15661,5.1
15662,3.3
15663,4.4
15664,4.1
15665,3.3
15666,1.6
15667,3.7
15668,6.8
15669,6.6
15670,6.3
15671,3.4
15672,4.5
15673,1.7
15674,2.8
15675,5.0
15676,5.5
15677,6.3
15678,5.0
15679,1.9
15680,0.6
15681,0.7
15682,2.4
15683,2.8
15684,3.0
15685,2.2
15686,4.2
15687,3.4
15688,7.3
15689,4.1
15690,0.9
15691,1.0
15692,-0.4
15693,2.8
15694,2.0
15695,1.2
15696,-1.4
15697,-3.9
15698,-6.2
15699,-8.0
15700,-7.4
15701,-2.5
15702,-4.8
15703,-4.3
15704,-1.8
15705,-2.1
15706,-7.8
15707,-11.0
15708,-13.3
15709,-11.6
15710,-2.3
15711,4.3
15712,2.5
15713,3.6
15714,3.4
15715,9.0
15716,9.8
15717,3.5
15718,5.3
15719,6.0
15720,5.6
15721,11.5
15722,9.7
15723,4.1
15724,3.9
15725,7.8
15726,8.4
15727,8.0
15728,5.0
15729,8.4
15730,0.6
15731,1.7
15732,-1.0
15733,-1.4
15734,-2.5
15735,-4.7
15736,-4.6
15737,-3.4
15738,-2.6
15739,-1.2
15740,-0.2
15741,0.1
15742,2.7
15743,0.4
15744,2.5
15745,2.4
15746,0.7
15747,-0.1
15748,1.0
15749,-1.3
15750,0.8
15751,0.3
15752,-0.2
15753,4.0
15754,2.3
15755,3.3
15756,1.4
15757,-1.8
15758,-4.0
15759,-4.4
15760,-1.2
15761,-2.2
15762,-1.6
15763,-0.1
15764,0.0
15765,0.9
15766,-0.8
15767,-3.0
15768,-1.8
15769,-1.3
15770,3.7
15771,1.6
15772,-0.7
15773,-0.4
15774,4.5
15775,1.8
15776,6.2
15777,8.1
15778,9.4
15779,10.3
15780,10.4
15781,9.2
15782,10.2
15783,5.6
15784,6.4
15785,9.7
15786,11.3
15787,6.3
15788,4.1
15789,2.4
15790,1.0
15791,0.0
15792,1.0
15793,0.6
15794,1.5
15795,4.4
15796,7.4
15797,6.0
15798,6.0
15799,6.9
15800,7.1
15801,7.7
15802,6.8
15803,5.3
15804,2.1
15805,2.4
15806,4.2
15807,6.1
15808,8.1
15809,10.6
15810,9.8
15811,9.2
15812,12.1
15813,10.5
15814,7.6
15815,8.4
15816,16.8
15817,18.4
15818,15.8
15819,18.8
15820,18.8
15821,20.8
15822,19.2
15823,20.2
15824,20.2
15825,19.2
15826,19.1
15827,16.7
15828,9.3
15829,9.4
15830,11.3
15831,9.6
15832,16.1
15833,16.3
15834,17.2
15835,18.3
15836,19.0
15837,20.2
15838,19.6
15839,18.8
15840,16.3
15841,13.2
15842,16.0
15843,17.8
15844,21.4
15845,23.4
15846,18.7
15847,11.3
15848,13.7
15849,16.4
15850,18.5
15851,14.8
15852,12.9
15853,15.0
15854,12.3
15855,17.4
15856,13.0
15857,15.2
15858,19.9
15859,13.6
15860,16.6
15861,18.4
15862,20.6
15863,17.4
15864,18.8
15865,20.5
15866,23.8
15867,20.9
15868,12.6
15869,11.9
15870,13.4
15871,12.5
15872,13.8
15873,13.6
15874,16.1
15875,16.0
15876,14.1
15877,15.4
15878,15.3
15879,15.0
15880,11.4
15881,11.4
15882,12.1
15883,12.7
15884,14.0
15885,17.2
15886,16.9
15887,16.7
15888,21.3
15889,20.5
15890,19.9
15891,16.8
15892,13.6
15893,13.0
15894,15.0
15895,20.3
15896,15.9
15897,11.2
15898,14.2
15899,11.8
15900,15.2
15901,14.9
15902,16.6
15903,18.5
15904,17.9
15905,18.2
15906,16.2
15907,13.9
15908,14.6
15909,14.5
15910,18.7
15911,16.5
15912,14.2
15913,13.6
15914,15.7
15915,18.5
15916,22.1
15917,15.2
15918,16.4
15919,20.0
15920,20.8
15921,20.1
15922,18.8
15923,13.9
15924,15.0
15925,17.2
15926,17.1
15927,14.4
15928,15.0
15929,20.8
15930,15.4
15931,19.2
15932,22.4
15933,21.4
15934,15.1
15935,14.2
15936,15.8
